State,HCAHPS Question,HCAHPS Measure ID,HCAHPS Answer Description,HCAHPS Answer Percent,Footnote,Measure Start Date,Measure End Date
SD,"Patients who reported NO, they would probably not or definitely not recommend the hospital",H_RECMND_DN,"""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",2,,1/1/2015,12/31/2015
SD,"Patients who reported YES, they would definitely recommend the hospital",H_RECMND_DY,"""YES"", patients would definitely recommend the hospital",78,,1/1/2015,12/31/2015
SD,"Patients who reported YES, they would probably recommend the hospital",H_RECMND_PY,"""YES"", patients would probably recommend the hospital",20,,1/1/2015,12/31/2015
TN,"Patients who reported that their room and bathroom were ""Always"" clean",H_CLEAN_HSP_A_P,"Room was ""always"" clean",73,,1/1/2015,12/31/2015
TN,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean",H_CLEAN_HSP_SN_P,"Room was ""sometimes"" or ""never"" clean",10,,1/1/2015,12/31/2015
TN,"Patients who reported that their room and bathroom were ""Usually"" clean",H_CLEAN_HSP_U_P,"Room was ""usually"" clean",17,,1/1/2015,12/31/2015
TN,"Patients who reported that their nurses ""Always"" communicated well",H_COMP_1_A_P,"Nurses ""always"" communicated well",80,,1/1/2015,12/31/2015
TN,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well",H_COMP_1_SN_P,"Nurses ""sometimes"" or ""never"" communicated well",5,,1/1/2015,12/31/2015
TN,"Patients who reported that their nurses ""Usually"" communicated well",H_COMP_1_U_P,"Nurses ""usually"" communicated well",15,,1/1/2015,12/31/2015
TN,"Patients who reported that their doctors ""Always"" communicated well",H_COMP_2_A_P,"Doctors ""always"" communicated well",83,,1/1/2015,12/31/2015
TN,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well",H_COMP_2_SN_P,"Doctors ""sometimes"" or ""never"" communicated well",4,,1/1/2015,12/31/2015
TN,"Patients who reported that their doctors ""Usually"" communicated well",H_COMP_2_U_P,"Doctors ""usually"" communicated well",13,,1/1/2015,12/31/2015
TN,"Patients who reported that they ""Always"" received help as soon as they wanted",H_COMP_3_A_P,"Patients ""always"" received help as soon as they wanted",69,,1/1/2015,12/31/2015
TN,"Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted",H_COMP_3_SN_P,"Patients ""sometimes"" or ""never"" received help as soon as they wanted",9,,1/1/2015,12/31/2015
TN,"Patients who reported that they ""Usually"" received help as soon as they wanted",H_COMP_3_U_P,"Patients ""usually"" received help as soon as they wanted",22,,1/1/2015,12/31/2015
TN,"Patients who reported that their pain was ""Always"" well controlled",H_COMP_4_A_P,"Pain was ""always"" well controlled",71,,1/1/2015,12/31/2015
TN,"Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled",H_COMP_4_SN_P,"Pain was ""sometimes"" or ""never"" well controlled",7,,1/1/2015,12/31/2015
TN,"Patients who reported that their pain was ""Usually"" well controlled",H_COMP_4_U_P,"Pain was ""usually"" well controlled",22,,1/1/2015,12/31/2015
TN,"Patients who reported that staff ""Always"" explained about medicines before giving it to them",H_COMP_5_A_P,"Staff ""always"" explained",65,,1/1/2015,12/31/2015
TN,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them",H_COMP_5_SN_P,"Staff ""sometimes"" or ""never"" explained",18,,1/1/2015,12/31/2015
TN,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them",H_COMP_5_U_P,"Staff ""usually"" explained",17,,1/1/2015,12/31/2015
TN,"Patients who reported that NO, they were not given information about what to do during their recovery at home",H_COMP_6_N_P,"No, staff ""did not"" give patients this information",14,,1/1/2015,12/31/2015
TN,"Patients who reported that YES, they were given information about what to do during their recovery at home",H_COMP_6_Y_P,"Yes, staff ""did"" give patients this information",86,,1/1/2015,12/31/2015
TN,Patients who “Agree” they understood their care when they left the hospital,H_COMP_7_A,Patients who “Agree” they understood their care when they left the hospital,43,,1/1/2015,12/31/2015
TN,Patients who “Disagree” or “Strongly Disagree” they understood their care when they left the hospital,H_COMP_7_D_SD,Patients who “Disagree” or “Strongly Disagree” they understood their care when they left the hospital,6,,1/1/2015,12/31/2015
TN,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",H_COMP_7_SA,Patients who “Strongly Agree” they understood their care when they left the hospital,51,,1/1/2015,12/31/2015
TN,Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),H_HSP_RATING_0_6,"Patients who gave a rating of ""6"" or lower (low)",8,,1/1/2015,12/31/2015
TN,Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),H_HSP_RATING_7_8,"Patients who gave a rating of ""7"" or ""8"" (medium)",20,,1/1/2015,12/31/2015
TN,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),H_HSP_RATING_9_10,"Patients who gave a rating of ""9"" or ""10"" (high)",72,,1/1/2015,12/31/2015
TN,"Patients who reported that the area around their room was ""Always"" quiet at night",H_QUIET_HSP_A_P,"""Always"" quiet at night",67,,1/1/2015,12/31/2015
TN,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night",H_QUIET_HSP_SN_P,"""Sometimes"" or ""never"" quiet at night",7,,1/1/2015,12/31/2015
TN,"Patients who reported that the area around their room was ""Usually"" quiet at night",H_QUIET_HSP_U_P,"""Usually"" quiet at night",26,,1/1/2015,12/31/2015
TN,"Patients who reported NO, they would probably not or definitely not recommend the hospital",H_RECMND_DN,"""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",6,,1/1/2015,12/31/2015
TN,"Patients who reported YES, they would definitely recommend the hospital",H_RECMND_DY,"""YES"", patients would definitely recommend the hospital",71,,1/1/2015,12/31/2015
TN,"Patients who reported YES, they would probably recommend the hospital",H_RECMND_PY,"""YES"", patients would probably recommend the hospital",23,,1/1/2015,12/31/2015
TX,"Patients who reported that their room and bathroom were ""Always"" clean",H_CLEAN_HSP_A_P,"Room was ""always"" clean",75,,1/1/2015,12/31/2015
TX,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean",H_CLEAN_HSP_SN_P,"Room was ""sometimes"" or ""never"" clean",8,,1/1/2015,12/31/2015
TX,"Patients who reported that their room and bathroom were ""Usually"" clean",H_CLEAN_HSP_U_P,"Room was ""usually"" clean",17,,1/1/2015,12/31/2015
TX,"Patients who reported that their nurses ""Always"" communicated well",H_COMP_1_A_P,"Nurses ""always"" communicated well",80,,1/1/2015,12/31/2015
TX,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well",H_COMP_1_SN_P,"Nurses ""sometimes"" or ""never"" communicated well",4,,1/1/2015,12/31/2015
TX,"Patients who reported that their nurses ""Usually"" communicated well",H_COMP_1_U_P,"Nurses ""usually"" communicated well",16,,1/1/2015,12/31/2015
TX,"Patients who reported that their doctors ""Always"" communicated well",H_COMP_2_A_P,"Doctors ""always"" communicated well",83,,1/1/2015,12/31/2015
TX,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well",H_COMP_2_SN_P,"Doctors ""sometimes"" or ""never"" communicated well",4,,1/1/2015,12/31/2015
TX,"Patients who reported that their doctors ""Usually"" communicated well",H_COMP_2_U_P,"Doctors ""usually"" communicated well",13,,1/1/2015,12/31/2015
TX,"Patients who reported that they ""Always"" received help as soon as they wanted",H_COMP_3_A_P,"Patients ""always"" received help as soon as they wanted",70,,1/1/2015,12/31/2015
TX,"Patients who reported that they ""Sometimes"" or ""Never"" received help as soon as they wanted",H_COMP_3_SN_P,"Patients ""sometimes"" or ""never"" received help as soon as they wanted",9,,1/1/2015,12/31/2015
TX,"Patients who reported that they ""Usually"" received help as soon as they wanted",H_COMP_3_U_P,"Patients ""usually"" received help as soon as they wanted",21,,1/1/2015,12/31/2015
TX,"Patients who reported that their pain was ""Always"" well controlled",H_COMP_4_A_P,"Pain was ""always"" well controlled",73,,1/1/2015,12/31/2015
TX,"Patients who reported that their pain was ""Sometimes"" or ""Never"" well controlled",H_COMP_4_SN_P,"Pain was ""sometimes"" or ""never"" well controlled",6,,1/1/2015,12/31/2015
TX,"Patients who reported that their pain was ""Usually"" well controlled",H_COMP_4_U_P,"Pain was ""usually"" well controlled",21,,1/1/2015,12/31/2015
TX,"Patients who reported that staff ""Always"" explained about medicines before giving it to them",H_COMP_5_A_P,"Staff ""always"" explained",67,,1/1/2015,12/31/2015
TX,"Patients who reported that staff ""Sometimes"" or ""Never"" explained about medicines before giving it to them",H_COMP_5_SN_P,"Staff ""sometimes"" or ""never"" explained",17,,1/1/2015,12/31/2015
TX,"Patients who reported that staff ""Usually"" explained about medicines before giving it to them",H_COMP_5_U_P,"Staff ""usually"" explained",16,,1/1/2015,12/31/2015
TX,"Patients who reported that NO, they were not given information about what to do during their recovery at home",H_COMP_6_N_P,"No, staff ""did not"" give patients this information",14,,1/1/2015,12/31/2015
TX,"Patients who reported that YES, they were given information about what to do during their recovery at home",H_COMP_6_Y_P,"Yes, staff ""did"" give patients this information",86,,1/1/2015,12/31/2015
TX,Patients who “Agree” they understood their care when they left the hospital,H_COMP_7_A,Patients who “Agree” they understood their care when they left the hospital,41,,1/1/2015,12/31/2015
TX,Patients who “Disagree” or “Strongly Disagree” they understood their care when they left the hospital,H_COMP_7_D_SD,Patients who “Disagree” or “Strongly Disagree” they understood their care when they left the hospital,6,,1/1/2015,12/31/2015
TX,"Patients who ""Strongly Agree"" they understood their care when they left the hospital",H_COMP_7_SA,Patients who “Strongly Agree” they understood their care when they left the hospital,53,,1/1/2015,12/31/2015
TX,Patients who gave their hospital a rating of 6 or lower on a scale from 0 (lowest) to 10 (highest),H_HSP_RATING_0_6,"Patients who gave a rating of ""6"" or lower (low)",7,,1/1/2015,12/31/2015
TX,Patients who gave their hospital a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest),H_HSP_RATING_7_8,"Patients who gave a rating of ""7"" or ""8"" (medium)",19,,1/1/2015,12/31/2015
TX,Patients who gave their hospital a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest),H_HSP_RATING_9_10,"Patients who gave a rating of ""9"" or ""10"" (high)",74,,1/1/2015,12/31/2015
TX,"Patients who reported that the area around their room was ""Always"" quiet at night",H_QUIET_HSP_A_P,"""Always"" quiet at night",69,,1/1/2015,12/31/2015
TX,"Patients who reported that the area around their room was ""Sometimes"" or ""Never"" quiet at night",H_QUIET_HSP_SN_P,"""Sometimes"" or ""never"" quiet at night",7,,1/1/2015,12/31/2015
TX,"Patients who reported that the area around their room was ""Usually"" quiet at night",H_QUIET_HSP_U_P,"""Usually"" quiet at night",24,,1/1/2015,12/31/2015
TX,"Patients who reported NO, they would probably not or definitely not recommend the hospital",H_RECMND_DN,"""NO"", patients would not recommend the hospital (they probably would not or definitely would not recommend it)",6,,1/1/2015,12/31/2015
TX,"Patients who reported YES, they would definitely recommend the hospital",H_RECMND_DY,"""YES"", patients would definitely recommend the hospital",74,,1/1/2015,12/31/2015
TX,"Patients who reported YES, they would probably recommend the hospital",H_RECMND_PY,"""YES"", patients would probably recommend the hospital",20,,1/1/2015,12/31/2015
UT,"Patients who reported that their room and bathroom were ""Always"" clean",H_CLEAN_HSP_A_P,"Room was ""always"" clean",74,,1/1/2015,12/31/2015
UT,"Patients who reported that their room and bathroom were ""Sometimes"" or ""Never"" clean",H_CLEAN_HSP_SN_P,"Room was ""sometimes"" or ""never"" clean",7,,1/1/2015,12/31/2015
UT,"Patients who reported that their room and bathroom were ""Usually"" clean",H_CLEAN_HSP_U_P,"Room was ""usually"" clean",19,,1/1/2015,12/31/2015
UT,"Patients who reported that their nurses ""Always"" communicated well",H_COMP_1_A_P,"Nurses ""always"" communicated well",80,,1/1/2015,12/31/2015
UT,"Patients who reported that their nurses ""Sometimes"" or ""Never"" communicated well",H_COMP_1_SN_P,"Nurses ""sometimes"" or ""never"" communicated well",3,,1/1/2015,12/31/2015
UT,"Patients who reported that their nurses ""Usually"" communicated well",H_COMP_1_U_P,"Nurses ""usually"" communicated well",17,,1/1/2015,12/31/2015
UT,"Patients who reported that their doctors ""Always"" communicated well",H_COMP_2_A_P,"Doctors ""always"" communicated well",84,,1/1/2015,12/31/2015
UT,"Patients who reported that their doctors ""Sometimes"" or ""Never"" communicated well",H_COMP_2_SN_P,"Doctors ""sometimes"" or ""never"" communicated well",2,,1/1/2015,12/31/2015
UT,"Patients who reported that their doctors ""Usually"" communicated well",H_COMP_2_U_P,"Doctors ""usually"" communicated well",14,,1/1/2015,12/31/2015
